outliers,consider_duplicates,threshold,significance,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
True,True,0.01,0.01,-1,-1,-1,-1,-1,-1,inf
True,True,0.01,0.02,-1,-1,-1,-1,-1,-1,inf
True,True,0.01,0.05,-1,-1,-1,-1,-1,-1,inf
True,True,0.01,0.1,-1,-1,-1,-1,-1,-1,inf
True,True,0.01,0.2,-1,-1,-1,-1,-1,-1,inf
True,True,0.01,0.4,-1,-1,-1,-1,-1,-1,inf
True,True,0.05,0.01,-1,-1,-1,-1,-1,-1,inf
True,True,0.05,0.02,-1,-1,-1,-1,-1,-1,inf
True,True,0.05,0.05,-1,-1,-1,-1,-1,-1,inf
True,True,0.05,0.1,-1,-1,-1,-1,-1,-1,inf
True,True,0.05,0.2,-1,-1,-1,-1,-1,-1,inf
True,True,0.05,0.4,-1,-1,-1,-1,-1,-1,inf
True,True,0.1,0.01,-1,-1,-1,-1,-1,-1,inf
True,True,0.1,0.02,-1,-1,-1,-1,-1,-1,inf
True,True,0.1,0.05,-1,-1,-1,-1,-1,-1,inf
True,True,0.1,0.1,-1,-1,-1,-1,-1,-1,inf
True,True,0.1,0.2,-1,-1,-1,-1,-1,-1,inf
True,True,0.1,0.4,-1,-1,-1,-1,-1,-1,inf
True,True,0.15,0.01,-1,-1,-1,-1,-1,-1,inf
True,True,0.15,0.02,-1,-1,-1,-1,-1,-1,inf
True,True,0.15,0.05,-1,-1,-1,-1,-1,-1,inf
True,True,0.15,0.1,-1,-1,-1,-1,-1,-1,inf
True,True,0.15,0.2,-1,-1,-1,-1,-1,-1,inf
True,True,0.15,0.4,-1,-1,-1,-1,-1,-1,inf
True,True,0.2,0.01,-1,-1,-1,-1,-1,-1,inf
True,True,0.2,0.02,-1,-1,-1,-1,-1,-1,inf
True,True,0.2,0.05,-1,-1,-1,-1,-1,-1,inf
True,True,0.2,0.1,-1,-1,-1,-1,-1,-1,inf
True,True,0.2,0.2,-1,-1,-1,-1,-1,-1,inf
True,True,0.2,0.4,-1,-1,-1,-1,-1,-1,inf
True,True,0.5,0.01,-1,-1,-1,-1,-1,-1,inf
True,True,0.5,0.02,-1,-1,-1,-1,-1,-1,inf
True,True,0.5,0.05,-1,-1,-1,-1,-1,-1,inf
True,True,0.5,0.1,-1,-1,-1,-1,-1,-1,inf
True,True,0.5,0.2,-1,-1,-1,-1,-1,-1,inf
True,True,0.5,0.4,-1,-1,-1,-1,-1,-1,inf
True,False,0.01,0.01,-1,-1,-1,-1,-1,-1,inf
True,False,0.01,0.02,-1,-1,-1,-1,-1,-1,inf
True,False,0.01,0.05,-1,-1,-1,-1,-1,-1,inf
True,False,0.01,0.1,-1,-1,-1,-1,-1,-1,inf
True,False,0.01,0.2,-1,-1,-1,-1,-1,-1,inf
True,False,0.01,0.4,-1,-1,-1,-1,-1,-1,inf
True,False,0.05,0.01,-1,-1,-1,-1,-1,-1,inf
True,False,0.05,0.02,-1,-1,-1,-1,-1,-1,inf
True,False,0.05,0.05,-1,-1,-1,-1,-1,-1,inf
True,False,0.05,0.1,-1,-1,-1,-1,-1,-1,inf
True,False,0.05,0.2,-1,-1,-1,-1,-1,-1,inf
True,False,0.05,0.4,-1,-1,-1,-1,-1,-1,inf
True,False,0.1,0.01,-1,-1,-1,-1,-1,-1,inf
