outliers,consider_duplicates,threshold,significance,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
True,True,0.01,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.01,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.01,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.01,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.01,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.01,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.01,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,True,0.1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,True,0.15,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.15,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.15,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.15,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.15,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.15,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.15,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,True,0.2,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.2,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.2,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.2,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.2,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.2,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.2,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,True,0.5,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.5,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.5,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.5,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.5,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.5,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.5,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,True,1.0,0.01,0.5887017868076174,0.7638037140983078,0.6127090301003344,0.29390954376547107,738.6920635034584,2.1919663577553927,0.3132865099189846
True,True,1.0,0.02,0.5887017868076174,0.7638037140983078,0.6127090301003344,0.29390954376547107,738.6920635034584,2.1919663577553927,0.3132865099189846
True,True,1.0,0.05,0.5887017868076174,0.7638037140983078,0.6127090301003344,0.29390954376547107,738.6920635034584,2.1919663577553927,0.3132865099189846
True,True,1.0,0.1,0.5837961789566464,0.767025733087815,0.6127090301003344,0.28899315491761135,797.8526849564222,2.028930177126356,0.33014957147303153
True,True,1.0,0.2,0.5841471722895539,0.7689386145988716,0.6133779264214047,0.28946502421089554,803.219929635992,2.0594641782772083,0.3268546195442309
True,True,1.0,0.4,0.6057480417496928,0.7696045689625133,0.6197324414715719,0.29015503833298945,649.9132353149187,3.1985575045574195,0.23817704030837433
True,True,1.0,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,False,0.01,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.01,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.01,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.01,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.01,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.01,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.01,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,False,0.1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,False,0.15,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.15,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.15,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.15,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.15,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.15,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.15,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,False,0.2,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.2,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.2,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.2,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.2,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.2,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.2,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,False,0.5,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.5,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.5,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.5,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.5,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.5,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.5,1.0,0.003625216360293719,0.13427894531865142,0.7866220735785954,-0.6211124478195296,5.083233656328996,71.58611143443267,0.013776740208811214
True,False,1.0,0.01,0.5887017868076174,0.7638037140983078,0.6127090301003344,0.29390954376547107,738.6920635034584,2.1919663577553927,0.3132865099189846
True,False,1.0,0.02,0.5887017868076174,0.7638037140983078,0.6127090301003344,0.29390954376547107,738.6920635034584,2.1919663577553927,0.3132865099189846
