n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
7,0.01,30,0.7961517703697131,0.9095641229416073,0.9543147208121827,0.44560717342145095,1.0,0.5525181798223939
7,0.01,50,0.6489391480763029,0.8316870200402405,0.9137055837563451,0.4343172354889369,0.9967020268670497,0.5529894250814573
7,0.01,70,0.6489391480763029,0.8316870200402405,0.9137055837563451,0.4343172354889369,0.9967020268670497,0.5529894250814573
7,0.05,30,0.8828294508903582,0.8939045510389421,0.9187817258883249,0.4290865534637643,0.9631052524799311,0.6005823405991089
7,0.05,50,0.8037046713561543,0.8425696761752519,0.8857868020304569,0.40886237338540554,0.9586184193511628,0.5693101998658874
7,0.05,70,0.8037046713561543,0.8425696761752519,0.8857868020304569,0.40886237338540554,0.9586184193511628,0.5693101998658874
7,0.1,30,0.9305584657780628,0.938077116507955,0.9657360406091371,0.4733295094445926,0.9928290991221387,0.631000017618217
7,0.1,50,0.9305584657780628,0.938077116507955,0.9657360406091371,0.4733295094445926,0.9928290991221387,0.631000017618217
7,0.1,70,0.9305584657780628,0.938077116507955,0.9657360406091371,0.4733295094445926,0.9928290991221387,0.631000017618217
7,0.3,30,0.4632120527019482,0.6509556338068311,0.6967005076142132,0.3318515983564524,0.9220925602726365,0.5329854918983972
7,0.3,50,0.4632120527019482,0.6509556338068311,0.6967005076142132,0.3318515983564524,0.9220925602726365,0.5329854918983972
7,0.3,70,0.4632120527019482,0.6509556338068311,0.6967005076142132,0.3318515983564524,0.9220925602726365,0.5329854918983972
7,0.5,30,,,,,,
7,0.5,50,,,,,,
7,0.5,70,,,,,,
7,0.7,30,,,,,,
7,0.7,50,,,,,,
7,0.7,70,,,,,,
