outliers,consider_duplicates,threshold,significance,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
True,True,0.01,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.01,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.01,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.01,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.01,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.01,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.01,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.05,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.05,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.05,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.05,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.05,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.1,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.1,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.1,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.1,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.1,1.0,0.04478994642929069,0.2314383735023308,0.91,-0.30612228328502555,7.899192372839169,4.202946643934214,0.19219878050562686
True,True,0.15,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.15,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.15,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.15,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.15,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.15,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.15,1.0,0.04478994642929069,0.2314383735023308,0.91,-0.30612228328502555,7.899192372839169,4.202946643934214,0.19219878050562686
True,True,0.2,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.2,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.2,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.2,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.2,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.2,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,True,0.2,1.0,0.04478994642929069,0.2314383735023308,0.91,-0.30612228328502555,7.899192372839169,4.202946643934214,0.19219878050562686
True,True,0.5,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.5,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.5,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.5,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.5,0.2,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.5,0.4,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,0.5,1.0,0.04478994642929069,0.2314383735023308,0.91,-0.30612228328502555,7.899192372839169,4.202946643934214,0.19219878050562686
True,True,1.0,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,1.0,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,1.0,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,1.0,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,1.0,0.2,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,1.0,0.4,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,True,1.0,1.0,0.04478994642929069,0.2314383735023308,0.91,-0.30612228328502555,7.899192372839169,4.202946643934214,0.19219878050562686
True,False,0.01,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.01,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.01,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.01,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.01,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.01,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.01,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.05,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.05,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.05,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.05,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.05,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.1,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.1,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.1,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.1,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.1,1.0,0.04478994642929069,0.2314383735023308,0.91,-0.30612228328502555,7.899192372839169,4.202946643934214,0.19219878050562686
True,False,0.15,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.15,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.15,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.15,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.15,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.15,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.15,1.0,0.04478994642929069,0.2314383735023308,0.91,-0.30612228328502555,7.899192372839169,4.202946643934214,0.19219878050562686
True,False,0.2,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.2,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.2,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.2,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.2,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.2,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
True,False,0.2,1.0,0.04478994642929069,0.2314383735023308,0.91,-0.30612228328502555,7.899192372839169,4.202946643934214,0.19219878050562686
True,False,0.5,0.01,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.5,0.02,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.5,0.05,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.5,0.1,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
True,False,0.5,0.2,0.5219538362021362,0.6838535870311641,0.67,0.3826699072528649,72.96255728431989,1.5616944625576645,0.3903666165564387
